title,abstract,year,journal
Tobacco alternatives in Greece. A preliminary evaluation and classification,"The CAP reform for the tobacco sector has the aim to phase out the subsidy payment for tobacco cultivation. From 2006 to 2009, a decoupled payment is provided in the framework of the Single Farm Payment Scheme. This will have great impacts on the tobacco farmers in terms of income and employ ment. This study is aimed at identifying tobacco alternatives in Greece, which can providetobaccofarmerswithemploymentandincome.Suchalternativeshave been evaluated and classified according to different criteria and this led to the drafting of a list of alternative crops being the most suitable for every region concerns. To this end, we studied two tobacco regions in Greece, the region of theTobac coCooperativeofElassona,inLarissa,Thessaly,andtheregionofTobaccoCo operative of Toumpa, in Kilkis, Central Macedonia. ThestudywaselaboratedinthecontextoftheresearchprojectentitledDIVTOB (Manos et al.), which is a European FP6 funded project under Priority 8 - Poli cy related research - Tools and assessment methods for sustainable agriculture and forestry management.",2008,New Medit
Moderately clipped LASSO,"The least absolute shrinkage and selection operator (LASSO) has been widely used in high-dimensional linear regression models. However, it is known that the LASSO selects too many noisy variables. ...",2015,Computational Statistics & Data Analysis
Parametric and Nonparametric Statistical Methods for Genomic Selection of Traits with Additive and Epistatic Genetic Architectures,"Parametric and nonparametric methods have been developed for purposes of predicting phenotypes. These methods are based on retrospective analyses of empirical data consisting of genotypic and phenotypic scores. Recent reports have indicated that parametric methods are unable to predict phenotypes of traits with known epistatic genetic architectures. Herein, we review parametric methods including least squares regression, ridge regression, Bayesian ridge regression, least absolute shrinkage and selection operator (LASSO), Bayesian LASSO, best linear unbiased prediction (BLUP), Bayes A, Bayes B, Bayes C, and Bayes CÏ€. We also review nonparametric methods including Nadaraya-Watson estimator, reproducing kernel Hilbert space, support vector machine regression, and neural networks. We assess the relative merits of these 14 methods in terms of accuracy and mean squared error (MSE) using simulated genetic architectures consisting of completely additive or two-way epistatic interactions in an F2 population derived from crosses of inbred lines. Each simulated genetic architecture explained either 30% or 70% of the phenotypic variability. The greatest impact on estimates of accuracy and MSE was due to genetic architecture. Parametric methods were unable to predict phenotypic values when the underlying genetic architecture was based entirely on epistasis. Parametric methods were slightly better than nonparametric methods for additive genetic architectures. Distinctions among parametric methods for additive genetic architectures were incremental. Heritability, i.e., proportion of phenotypic variability, had the second greatest impact on estimates of accuracy and MSE.",2014,G3: Genes|Genomes|Genetics
Pollen flora and age of the Takutu Formation (Guyana),"A palynological study was made of cores from two bore-holes in the Takutu Formation, North Rupununi Savannas, Guyana. A rather rich Lower Cretaceous flora was described from some samples, and the Classopollis-association of other samples suggests a Jurassic age. A few new species were described.",1966,
ECG data optimization for biometric human recognition using statistical distributed machine learning algorithm,"Currently, security plays a crucial role in military, forensic and other industry applications. Traditional biometric authentication methods such as fingerprint, voice, face, iris and signature may not meet the demand for higher security. At present, the utility of biological signals in the area of security became popular. ECG signal is getting wide attention to use it as a tool for biometric recognition in authentication applications. ECG signals can provide more accurate biometrics for personal identity recognition. In machine learning, over-fitting is one of the major problems when working with a large data set of features so that an effective statistical technique is needed to control it. In this research, ECG signals are acquired from 20 individuals over 6 months in the MIT-BIH ECG-ID database. Altogether, a high-dimensional (Nâ€‰=â€‰72) set of ECG features are extracted. These features are further fed to an algorithm, which reduces the feature space by classifying vital features and avoiding random, correlated and over-fitted features to increase the prediction accuracy. In this paper, a new intelligent statistical learning method, namely least absolute shrinkage and selection operator (LASSO), is proposed to select appropriate features for identification. The refined features thus obtained are trained with popular machine learning algorithms such as artificial neural networks, multi-class one-against-all support vector machine and K-nearest neighbour (K-NN). Finally, the performance of the proposed method with and without LASSO is compared using performance metrics. From the experimental results, it is observed that the proposed method of LASSO with K-NN classifier is effective with a recognition accuracy of 99.1379%.",2019,The Journal of Supercomputing
The crisis of hegemonic decline: US disinterest in Africa,"Transformation: Critique of a Kenya Debate,' ROAPE 19, 1980: 48-62; Steven Langdon, 'The State and Capitalism in Kenya,' ROAPE8, 1977: 90-98; Samir Admin, Unequal Development; An Essay on the Social Formations of Peripheral Capitalism and Accumulation on a World Scale (both Monthly Review Press, New York, 1974); Issa G. Shivji, Class Struggles in Tanzania (Monthly Review Press, New York, 1976); John S. Saul, 'The State in Postcolonial Societies,' in his The State and Revolution in Eastern Africa (Monthly Review Press, New York, 1979): 167-199; Kate Currie and Larry Ray, 'State and Class in Kenya Notes on the Cohesion of the Ruling Class,' Journal of Modem African Studies, 22.4.1984: 559-593; Claude Meillassoux, 'A Class Analysis of the Bureaucratic Process in Mali,' The Joumal of Development Studies, 6.2.1970: 97-110; Michael G. Schatzberg, Politics and Class in Zaire (African Publishing Company, New York, 1980); Crawford Young and Thomas Turner, The Rise and Decline of the Zairian State (University of Wisconsin Press, Madison, Wi., 1985) and Crawford Young, 'Patterns of Social Conflict: State, Class and Ethnicity,' Daedalus, 3.2. 1982: 71-98; Nelson Kasfir, 'Relating Class to State in Africa,' in Kasfir, ed., State and Class in Africa, Frank Cass, London, 1984): 1-20; Jean-Francois Bayart, L'Etat au Cameroun (Presses de la Foundation Nationale des Sciences Politiques, Paris, 1979); Richard L. Sklar, 'The Nature of Class Domination in Africa,' The Journal of Modem African Studies, 17.4.1979): 551-552; Perry Anderson, Lineages of the Absolutist State (NLB, London, 1974).",1987,Review of African Political Economy
Sparse Weighted Canonical Correlation Analysis,"Given two data matrices $X$ and $Y$, sparse canonical correlation analysis (SCCA) is to seek two sparse canonical vectors $u$ and $v$ to maximize the correlation between $Xu$ and $Yv$. However, classical and sparse CCA models consider the contribution of all the samples of data matrices and thus cannot identify an underlying specific subset of samples. To this end, we propose a novel sparse weighted canonical correlation analysis (SWCCA), where weights are used for regularizing different samples. We solve the $L_0$-regularized SWCCA ($L_0$-SWCCA) using an alternating iterative algorithm. We apply $L_0$-SWCCA to synthetic data and real-world data to demonstrate its effectiveness and superiority compared to related methods. Lastly, we consider also SWCCA with different penalties like LASSO (Least absolute shrinkage and selection operator) and Group LASSO, and extend it for integrating more than three data matrices.",2017,ArXiv
Brenngaszumischvorrichtung fÃ¼r eine gasbetriebene brennkraftmaschine,"Eine Brenngaszumischvorrichtung fur eine gasbetriebene Brermkraftmaschine enthalt ein mit einem Saugrohr (10) der Brennkraftmaschine verbindbares Gehausebauteil (12) mit einem Einlass zum Anschluss einer Brenngaszufuhrleitung (20) und einem in das Saugrohr mundenden Auslass (28), und einen relativ zu dem Gehausebauteil (12) beweglichen Ventilkorper (18), zwischen dem und einer Durchlassoffnung (22) des Gehausebauteils ein Ringspalt (42) gebildet ist, dessen Querschnittsflache von der Stellung des Ventilkorpers (18) abhangt und der den Durchstromquerschnitt einer Verbindung vom Einlass zum Auslass bestimmt, wobei die Anordnung derart ist, dass eine aus dem Auslass (28) austretende Brenngasstromung etwa senkrecht zu der axialen Richtung des Saugrohrs (10) gerichtet ist.",2012,
Un balance no convencional de Correa en Ecuador,"Con mayoria legislativa y dos reelecciones presidenciales, Rafael Correa abrio en 2007 un ciclo politico desconocido hasta entonces en Ecuador. Su estilo carismatico, dosis de autoritarismo y el precio al alza de las materias primas dejan un legado de compleja evaluacion y futuro incerto. Apenas siete decimas han faltado al partido de gobierno, Alianza PAIS (AP), y a su candidato, Lenin Moreno, para vencer en una unica vuelta en las presidenciales de Ecuador del 19 de febrero. En vista de que ninguno de los candidatos obtuvo la mayoria absoluta, ni el 40% de votos y el 10% con respecto al segundo mejor clasificado, Ecuador celebrara el 2 de abril la segunda vuelta entre Moreno y el candidato de Creando Oportunidades (CREO), Guillermo Lasso, un empresario de banca en la derecha del espectro politico, con un programa centrado en el topico de la desregulacion economica, la reduccion del tamano del Estado y su capacidad interventora - desarrollada durante la Revolucion Ciudadana -, a lo que se suma una vision conservadora consecuente con su afinidad con el movimiento catolico Opus Dei. A falta de publicarse los datos oficiales al cierre de este articulo (27 febrero), se estima que AP logra 74 escanos de 137, lo que le daria la mayoria absoluta. Los otros partidos con representacion serian: CREO, 31; el Partido Socialista Cristiano (PSC), 15; Pachakutik (4); Izquierda Democratica (ID), 4; Partido Sociedad Patriotica (PSP), 3; Sociedad Unida Mas Accion (SUMA), 2; y Fuerza Ecuador (FE), 1. A estos se suman tres congresistas de movimientos provinciales. Esta configuracion de las mayorias legislativas hace prever que, de ganar el candidato de la oposicion, habra tension entre ejecutivo y legislativo en un contexto de necesarias reformas economicas. Ecuador ha vivido en permanente clima electoral durante los ultimos dos anos debido a los intentos de reforma de la Constitucion para permitir la reeleccion, posibilidad sobre la que el presidente, Rafael Correa, mantuvo posiciones ambiguas para finalmente desecharla. La oposicion busco alianzas para unificar candidaturas, pero solo los partidos de izquierda no afines a Correa la concretaron. Los candidatos de la derecha que acercaron posiciones (Lasso y Cynthia Viteri del PSC) obtuvieron en conjunto cerca del 42% de los votos, lo que les situa en buena posicion para la segunda vuelta. Las elecciones de 2017 han generado una reorganizacion de los partidos politicos y una expectativa de cambio de ciclo debido a la debilidad de la candidatura oficialista, que sirvio como incentivo para evitar una gran coalicion opositora a la manera de lo ocurrido en Venezuela. El final de un modelo Correa tiene una serie de logros de los que estar orgulloso como presidente: la transformacion de la infraestructura, el modelo energetico y el sistema educativo y de salud. Buscando un indicador que resuma el rendimiento del gobierno, la pobreza extrema, que afectaba en 2006 al 16,9% de la poblacion, se ha reducido al 8,7% en 2017. Estos logros no se podrian entender sin los ingresos recibidos por la bonanza de las materias primas, sobre todo por la habil renegociacion de los contratos petroleros realizada por el gobierno, que aumento la participacion del Estado (dueno del petroleo del subsuelo) en los beneficios de la explotacion hecha por empresas privadas. Los 10 anos de Correa han sido, en promedio, los de mayores ingresos economicos de la historia contemporanea de Ecuador. Ha sido casi una decada de un gobierno marcado por la fuerte personalidad y el estilo de gestion del presidente, lo que hace que el modelo de la Revolucion Ciudadana practicamente termine con su salida del gobierno. No solo eso: tambien llega a su fin un modelo de politicas publicas que no podra continuar debido a la falta de recursos economicos. En lo politico, el balance de Correa es mas discutible, pues a su indudable liderazgo y apoyo electoral hay que anadir, a lo largo de su mandato, elementos autoritarios como el enfrentamiento con la prensa - a la que el presidente acusa de hacer oposicion politica -, la represion de toda forma de protesta bajo la acusacion de fomentar la violencia y la desestabilizacion, asi como la persecucion a organizaciones indigenas y medioambientales, entre otras",2017,
Bayesian Masking: Sparse Bayesian Estimation with Weaker Shrinkage Bias,"A common strategy for sparse linear regression is to introduce regularization, which eliminates irrelevant features by letting the corresponding weights be zeros. However, regularization often shrinks the estimator for relevant features, which leads to incorrect feature selection. Motivated by the above-mentioned issue, we propose Bayesian masking (BM), a sparse estimation method which imposes no regularization on the weights. The key concept of BM is to introduce binary latent variables that randomly mask features. Estimating the masking rates determines the relevance of the features automatically. We derive a variational Bayesian inference algorithm that maximizes the lower bound of the factorized information criterion (FIC), which is a recently developed asymptotic criterion for evaluating the marginal log-likelihood. In addition, we propose reparametrization to accelerate the convergence of the derived algorithm. Finally, we show that BM outperforms Lasso and automatic relevance determination (ARD) in terms of the sparsity-shrinkage trade-off.",2015,ArXiv
Apport de donnÃ©es palynologiques Ã  la reconstruction palÃ©oenvironnementale de lâ€™Albo-CÃ©nomanien des Charentes (Sud-Ouest de la France),"Resume Lâ€™Albo-Cenomanien des Charentes est marque par le fort developpement de facies paraliques argileux, sableux et ligniteux, comportant localement des niveaux propices a la preservation dâ€™assemblages palynologiques. Cette etude concerne le contenu palynologique de six sites prealablement etudies sur le plan sedimentologique et macropaleontologique et ayant deja livre dâ€™importants gisements dâ€™ambre fossilifere. Les echantillons etudies presentent des assemblages domines par des grains de pollen de coniferes (Araucariacites, Classopollis et Inaperturopollenites) et par des spores de Gleicheniaceae et de Schizaeaceae. La presence de grains de pollen dâ€™Angiospermes primitives est decelable des le debut de la serie et lâ€™apparition de Normapollen (Complexiopollis sp.) est detectee au debut du Cenomanien superieur. Deux grands types de formations vegetales ont pu etre envisages pour decrire la vegetation cotiere des Charentes a lâ€™Albo-Cenomanien. Dâ€™une part, des forets dominees par des coniferes xerophytes (Cheirolepidiaceae), avec des strates herbacees et arbustives composees par des Bennettitales, des Cycadales et des fougeres, comme les Gleicheniaceae et les Schizaeaceae, et, dâ€™autre part, des forets plus humides, dominees par des Araucariaceae et des Cupressaceae, avec un sous-bois compose majoritairement par des fougeres. Une troisieme formation vegetale riparienne, composee de Ginkgoales et dâ€™Angiospermes primitives, pouvait aussi tenir un role important dans les ecosystemes charentais de lâ€™epoque. La palynoflore etudiee presente de nombreuses similarites avec celles, datees de la meme epoque, decrites en Provence, Vendee, Aquitaine ou Sarthe. Cette etude est la premiere reconstruction de la biodiversite et des changements des paleovegetations en Charentes entre lâ€™Albien terminal et le Cenomanien superieur. Pour citer cet articleÂ : D.Â Peyrot et al., C.Â R. Palevol 4 (2005).",2005,Comptes Rendus Palevol
Grouped variable selection in high dimensional partially linear additive Cox model,"In the analysis of survival outcome supplemented with both clinical information and high-dimensional gene expression data, traditional Cox proportional hazard model fails to meet some emerging needs in biological research. First, the number of covariates is generally much larger the sample size. Secondly, predicting an outcome with individual gene expressions is inadequate because a geneâ€™s expression is regulated by multiple biological processes and functional units. There is a need to understand the impact of changes at a higher level such as molecular function, cellular component, biological process, or pathway. The change at a higher level is usually measured with a set of gene expressions related to the biological process. That is, we need to model the outcome with gene sets as variable groups and the gene sets could be partially overlapped also. In this thesis work, we investigate the impact of a penalized Cox regression procedure on regularization, parameter estimation, variable group selection, and nonparametric modeling of nonlinear effects with a time-to-event outcome. We formulate the problem as a partially linear additive Cox model with high-dimensional data. We group genes into gene sets and approximate the nonparametric components by truncated series expansions with B-spline bases. After grouping and approximation, the problem of variable selection becomes that of selecting groups of coefficients in a gene set or in an approximation. We apply the group Lasso to obtain an initial solution path and reduce the dimension of",2018,
